videogame_id,name,icon_url
2,Mid,/media/games/league_of_legends/roles/mid.png
2,Jungla,/media/games/league_of_legends/roles/jungle.svg
2,Top,/media/games/league_of_legends/roles/top.svg
2,Support,/media/games/league_of_legends/roles/sup.svg
2,ADC,/media/games/league_of_legends/roles/adc.svg
