videogame_id,name,icon_url
2,Swain,/media/games/league_of_legends/characters/swain.png
2,Jinx,/media/games/league_of_legends/characters/jinx.png
2,Aatrox,/media/games/league_of_legends/characters/aatrox.jpg
2,Miss Fortune,/media/games/league_of_legends/characters/miss_fortune.jpg
